scen_number;sens;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
6;ref;648.4923816210907;894.4042523589327;1236.7116396059766;1691.4450896699611;2166.6463697249183;2548.915926536209;2674.4440234547837;2801.363206530489;2929.3109031670883;3059.966855552954;3198.224392755403;3331.505475811445;3457.673559268812;3588.2264143739676;3713.864589305139;3839.54788304389;3949.006806174205;4074.151131662424;4203.747365646888;4332.998679623667;4459.311930110694;4587.863996978468;4686.930310791375;4786.644568940266;4888.677297883477;4986.3316244039725;5083.990670677724;5185.669025049976;5282.987180388531;5379.165190774337;5399.015593456875;5421.661524548223;5444.517080704563;5467.752705552679;5490.1711938531525;5516.502641009359;5539.20564280105;5558.799557724336;5634.239162965809;5596.805008957974
6;ref;162.09217139160643;246.1371131315479;119.79736858288113;71.18219949173225;63.81091734194477;62.589519897821994;62.669923946923745;62.99353187402683;63.37409233629417;64.0079079261683;64.60581355211511;65.95323221655515;67.41218900065152;69.80205798944095;71.4727351213907;72.50672115578945;79.98603866226502;83.32377626831673;82.52323563831413;81.92055316370092;80.51789637142483;81.57663081051997;78.8165473467856;76.74490199664471;75.0876223458648;72.1423282773304;70.14264561126052;67.61234598386562;65.49162869376528;63.11907785479267;61.55490454519074;59.390997833482004;57.98557432099925;55.23670918892261;53.0304720764131;51.7498683639614;49.548801504579316;47.1171488815945;43.55641695216889;72.58821699716405
6;low natural gas price;648.4923816210907;894.4042523578019;1234.8156369673;1478.1695000385664;1533.3505506920415;1601.5130552786395;1727.0976910561042;1929.5176342471036;2080.543353246474;2484.5416566093536;2540.1084997481544;2589.8873130915836;2637.742514618421;2774.892815793104;2895.1726590326216;3021.386581851625;3130.5986036807926;3257.550019355799;3394.949466931284;3530.1758979827123;3724.907630378376;4147.635057906695;4482.686433495942;4785.223477856778;4886.725460985396;4984.643269832652;5083.3683859913335;5181.971172172644;5281.252996278783;5379.653764668898;5398.980382477902;5421.482318735748;5445.536453040954;5468.101715305803;5488.981599355325;5512.914037410391;5538.671958556539;5559.4785971557;5663.909350836812;5597.613185506701
6;low natural gas price;164.03414877240724;248.61957984420417;88.62055210231166;61.666445486006005;61.69120844554075;62.652999365503454;63.75161804572692;64.43524951360692;66.09855625541645;64.84722428018253;67.51307761892113;68.33659066926134;69.76891042562411;70.04616122698671;72.32717690980479;71.60127721672754;81.86895105584343;84.1398982495917;85.0737683722222;86.20379281289703;88.17199470756809;81.90277687376624;76.36140170531073;72.07082775479972;70.4664961586366;68.89526781120838;67.50540127499211;66.35075368427268;64.3037668400559;62.203128782127386;60.66512321853836;58.2318815228903;56.25499138961679;54.3061130595511;52.720146795727544;51.55884102951299;49.848207313100204;48.30451246720865;42.86433915014719;77.51205007206559
7;ref;648.4923816210907;894.4042523590549;1236.669156245541;1688.0235139230958;2182.121072378985;2547.1357837894793;2674.7265446608335;2800.843626801767;2927.6565886363064;3059.067303729571;3195.8423031596058;3331.0896286608026;3457.6636207790557;3587.8182136825008;3712.6187578329896;3839.686764511004;3947.4986465327916;4073.995424737629;4201.479533618009;4333.5500626521;4462.831572742234;4595.251940143151;4694.93472135019;4794.107096938308;4892.001480763012;4991.979033001022;5091.351479295838;5192.525438017902;5290.277803022376;5385.57983818298;5406.3305046951555;5429.288255328847;5453.960078839132;5475.193352495801;5501.314187673241;5523.868112128979;5546.308713266567;5567.606270920091;5597.371811132214;5572.847709889162
7;ref;162.01238351773185;244.43323177883076;119.62642439490571;71.24638619375372;63.51781728036092;62.78625179727948;62.807789250466165;63.04302973046223;63.393355528389165;64.03868447132437;64.77362585507132;66.2822746060894;68.22287785642052;70.00378641339509;71.66650714481169;73.2908923487034;79.65815958870036;83.71088863785994;82.7976615739011;81.94555247683714;82.35075365347704;82.23663302174631;79.9170810372032;77.57039771948251;75.90972417421756;73.36206715922351;70.72219322422185;68.12151508738256;65.70306585359849;63.425510894457354;61.15906814588296;58.85910242084383;56.74472655641447;54.36237750473511;52.297226022408836;50.478578424040705;48.80041439254251;46.242265254404906;44.73964331246458;68.81303024110314
8;ref;648.4923816210907;894.4042523591803;1236.7116360878595;1689.7669896411303;2093.833236429779;2157.694590432227;2299.8928980668256;2436.1826371166667;2631.4237598154623;2766.1567059338813;2952.8808013425337;3066.5535738102417;3212.7021733802067;3379.4622793857825;3501.710704616426;3679.190333380296;3768.5689291438393;3941.8255469988812;4072.388876557179;4202.2543943399805;4420.5253683193305;4638.178602385661;4795.548537100043;4924.680550982413;5073.996000792908;5289.814823563198;5436.63547529541;5564.547422368191;5679.5080436804155;5797.054501632485;5825.874455749455;5855.702995705778;5913.041134862068;6021.940278342603;6123.229147429274;6175.464810663744;6218.134294732039;6141.530454042354;5957.648895682012;6310.52437239968
8;ref;163.41382848430936;248.27224139529906;121.72080188837371;72.14270684739374;64.35263611268537;64.69239954695476;64.49730402486371;64.96711977183524;65.03171313376151;66.03165746350743;66.39860271530061;72.86250624054001;73.12700625195198;72.88608571650444;74.94560317089379;73.58867884320027;83.55164657406145;85.46094051593586;84.7410216951014;83.9788689878999;89.5634873426183;87.14621205193397;83.79912560874499;79.96232842925205;77.33120109567926;74.53456923526414;71.64382508713086;69.11468290992629;66.41051605639218;64.18050356908675;62.12483934625742;60.391557830672745;58.889031515439484;56.45148617253138;53.946020269871795;51.48581225274011;48.92745484099682;46.3834290774258;41.048140081015084;73.39261056752703
9;ref;648.4923816210907;894.4042523575264;1236.7116410639069;1688.97654765961;2105.3734961539067;2160.884343563212;2305.404951160829;2434.435493068378;2627.2258160255988;2772.018296348813;2951.4494569310255;3066.873735538858;3214.095441086502;3382.049828479639;3500.654530562532;3680.0947794291274;3766.182339893825;3941.117842565861;4072.8348647249964;4202.797401532602;4421.46688372834;4623.268024243192;4788.28378568998;4924.0938834592225;5073.396958562022;5289.234150592561;5442.512271130651;5563.870100702562;5681.139006402927;5798.964735006883;5828.767430890079;5856.2365089305185;5928.561521128648;6026.663731924889;6127.6979150371;6179.946137785968;6198.850340823863;6114.258533762861;5897.06313718783;6314.7819191058925
9;ref;163.46445065331318;248.43230222392538;121.72139320917323;72.1513902067228;64.36163051529735;64.69721894510042;64.51946810746854;64.9728360705932;65.02639471385402;66.04364367038686;66.41181834065809;72.88824529801093;73.14154207297852;72.8744148821704;75.02661712985974;73.57823359971137;83.56502050962031;85.30654851515938;84.63972078850306;83.7071259725642;89.61834090809826;87.1939506906794;83.82516898997123;79.93323811193424;77.33365917522774;74.59849899851606;71.62780364683852;69.26142848346494;66.53556578074955;64.21858831923016;62.11777594976787;60.598023021994784;58.934078550655606;56.51733583531718;54.01078850687982;51.55180584802825;49.06529797821886;46.420724342312866;40.77561891775746;74.21317420580162
10;ref;648.4923816210907;894.4042523593104;1236.7116408918778;1689.182948759082;2089.9856190926566;2159.5373725256222;2302.522971155697;2439.7082101863443;2639.453771481982;2760.4870425552344;2943.2437998347223;3065.0778926081152;3210.125442653329;3378.8672327094037;3499.2020212657003;3676.3488461433676;3783.457146265363;3941.068634730539;4071.2803643674106;4201.768208499152;4421.294304264144;4635.988609555017;4793.124840360547;4920.413421111788;5071.154768901455;5289.913454208017;5440.429323593656;5562.7262003651;5680.31431708342;5802.825769098989;5831.32122665213;5867.9576336826685;5915.678935635954;6029.949972471286;6129.494604331104;6183.389152735433;6223.39670680023;6267.702933892662;5963.627856811378;6302.842283912688
10;ref;163.3567851128042;248.05300795777677;121.6703724785384;72.09735325899403;64.35484897926557;64.69621406345516;64.47085875336403;64.95346903915693;65.02334527844637;66.01085200049137;66.3821953110054;72.77595188169437;73.12389477184605;72.91589003538442;74.87454776675891;73.53401890292692;83.60572418624517;85.41504072440034;84.71634002537627;84.31945350255346;89.44288529527834;87.06262475697707;83.67595469489498;80.26657900040756;77.28592508569308;74.46314300532931;71.66134870669491;69.1662288782859;66.24777575545347;64.03816466792897;62.35132578307111;60.48337716617818;58.75580888143458;56.46359390805037;54.01420599226577;51.45055167448467;48.852834782578746;46.23977999727672;41.900464171602;72.60434064439426
11;ref;648.4923816210907;894.4042523579011;1236.7116406752957;1689.4603201288407;2079.925663759502;2157.420296846797;2300.9579953684633;2446.1257485552005;2630.628407224804;2766.1209501426006;2942.433904995587;3067.362844598984;3208.6717827363027;3380.478852682566;3494.415500810017;3676.5171157052687;3763.0680656478075;3942.252387492078;4073.8178476592693;4203.252882501053;4421.311564181816;4652.601698445289;4792.750640953961;4919.04824788539;5069.868020728208;5285.713461518981;5441.9765012522785;5556.746203144649;5683.799138372155;5804.231344478045;5832.026465352889;5856.233177591429;5892.860444683478;5987.314759005529;6086.964229260738;6166.18016383637;6218.676216461811;6243.288380925132;5968.77487770207;6274.410702346306
11;ref;163.08929555586485;247.13349185292086;121.46644547336966;72.01192314112845;64.35718854725032;64.69186387111495;64.40484650538293;64.92588702135527;65.0262766972646;65.94910602666317;66.23175930523483;72.16946945459715;73.067660419348;72.92936622773725;74.63540951627897;73.32482025502371;83.63837750068352;85.27765800065053;84.83726040102906;84.48396534152226;88.86123160689377;86.99539880099506;83.67922569080108;80.15517832130575;77.23732088532162;74.52842034064174;71.68500687425829;69.27044968742736;66.26782525694071;63.77861930941672;62.21449391339238;60.73640279230579;58.763900091597364;56.28186328782627;53.96963906227619;51.394890189513355;48.739408494556734;46.08828621043977;42.848472563292255;70.91544162818862
12;ref;648.4923816210907;894.4042523587369;1236.7116345924962;1689.4296532355422;2083.215678712684;2153.6359748887367;2307.090047914525;2443.7552486294253;2637.578016878192;2771.0345252045354;2938.182000576871;3068.1191678377463;3216.9828784966503;3380.393135616207;3504.1144624135013;3682.795513375385;3769.8609640088193;3945.249686065335;4076.398253812569;4205.989119100708;4422.039713602985;4645.749452669504;4793.8438930456305;4920.955597055123;5071.041513830008;5292.011397580024;5417.80026988287;5563.335240978148;5684.349514459402;5795.172259849915;5820.528788558529;5864.739480704264;5895.59977953005;6000.681864592302;6092.722612869743;6173.683477711817;6219.4029780436495;6238.924236397791;5992.270772936318;6270.717340049272
12;ref;163.16629388835767;247.60177074425135;121.55455007622966;72.04683761532418;64.36055205681255;64.69030614488237;64.4574207573292;64.94684508775869;65.0433632711742;65.99306488523365;66.35749335241901;72.59863540663811;73.13156299457118;72.94189754227047;74.84315043819358;73.59130583801824;83.49734425127617;85.27712043037594;84.86022439157935;84.39683827003101;89.1999330362077;87.0732971485592;83.64915721600296;80.04275850353622;77.23156704463015;74.45380113537507;71.6986037385675;69.44323277518296;66.48586763964117;64.32977356474152;63.11887575025597;60.942854999348924;58.752641251927216;56.42721407581874;54.12905632151088;51.473243802652185;48.99067985467918;46.17861311178593;42.62100824000286;72.1607366721415
13;ref;648.4923816210907;894.4042523591814;1236.711636713196;1690.0351442486249;2099.555483552528;2158.9267142287495;2312.8830220389655;2443.61434978733;2630.907371758766;2754.0677155497287;2947.372984832577;3067.6141307815515;3211.524847685351;3379.7750993742666;3493.857419454865;3676.568382536331;3763.2216032846286;3942.194948854828;4072.96520785018;4202.40710544847;4420.356383883547;4642.582368914554;4796.471062140066;4920.961889858264;5072.347857457163;5290.2737271124015;5433.360896531677;5564.955738679575;5686.000634754093;5808.565161837437;5837.31616646252;5866.6828296582225;5911.996391527535;6016.098196780315;6118.1328588883;6174.474679125402;6218.098219083172;6263.947123307179;6045.285490867759;6297.824397930951
13;ref;163.157082454058;247.40710940733996;121.57457879760824;72.05613785893472;64.35975699146334;64.68936019840896;64.45599482606869;64.93047823705223;65.0379536815918;65.97153585803099;66.2888888168948;72.37408623762025;73.11917765568764;72.94575645968548;74.74879654670963;73.41857010568518;83.61174471200243;85.31228757669396;84.84390049601512;84.4737044733682;89.0633023413572;87.01048592039938;83.70126584137087;80.10391979588343;77.23043803803556;74.49644094792025;71.67065644520879;69.22002896508351;66.27180873952257;63.859483349412464;62.28991521395812;60.701462985722756;58.76950998477644;56.390152463080234;53.98017344898653;51.444977233511;48.816623463012654;46.10351192414307;42.65245661591755;71.1742960541578
14;ref;648.4923816210907;894.404252358488;1236.7116365679078;1690.1293873857117;1968.1454525928034;2055.433717981418;2145.2015144112397;2237.8469236957294;2345.914685644275;2555.1764639803;2664.730964701939;2708.3310397670484;2895.9606178919344;2990.991751457188;3209.643674575578;3439.1148219424335;3557.4494694825335;3705.490609889718;3835.0345590296756;3995.929671893179;4200.081422763739;4328.217380392918;4454.342714513227;4597.73365522481;4716.213761240471;4857.568250337266;4964.137248796758;5061.577846190828;5162.640331261998;5275.07668545516;5348.5019221310695;5381.9006981129305;5413.26119918584;5445.786289841397;5468.456048171721;5503.6971473811545;5544.396851405493;5566.251645168668;5586.5747693170715;5604.528170640171
14;ref;163.65048783119798;248.53309369716104;121.90695808182302;72.4215846668478;65.72345472781124;65.96094087987382;66.5209991019313;67.39130505437373;68.00995540144142;68.96799703515671;71.83467773510758;73.79377570927174;75.1859109493999;75.54402318480722;77.07778011050205;75.50504921177905;89.09915513042591;89.17182239767374;88.49999546373972;90.42309831303709;86.26031499720449;87.75042798439794;83.4391522282236;79.41278163181998;76.30967952310516;73.36409828025711;71.33162885772803;68.20229123514927;65.18897824411084;64.09651823356634;62.02914858989295;59.26657061147142;56.685401012071225;55.079577713709085;54.11257065130408;52.9765914708038;50.19209635476325;47.00763362981666;45.80492289428136;70.99764984351091
15;ref;648.4923816210907;894.4042523589733;1236.7116402267604;1688.8640658727031;1966.7985744847053;2053.774113835209;2145.0075653261915;2238.590669278152;2347.403668045052;2549.3928015395195;2665.9918232851787;2709.1013229107916;2892.295724832506;2992.4867233839645;3208.390746219523;3436.997981821874;3556.3921602073356;3703.9925207772812;3833.5678358325126;3998.279963729474;4199.246561995815;4320.653331915714;4462.125677911723;4599.844262444461;4717.36659614006;4857.49821381439;4964.014832990731;5061.587684539157;5161.568814797301;5274.8932052195305;5347.755580896247;5381.088559325436;5412.837677836611;5444.58222943457;5467.011579368149;5502.764432940551;5542.510264387184;5566.773321446882;5586.231256566965;5604.986894200917
15;ref;163.66787543524472;248.71346969032038;121.90287183102762;72.42629664276903;65.72614626766017;65.9687668335157;66.52485613823134;67.39351959796359;68.01315001324839;68.97239921805048;71.95637592878313;73.7988016669146;75.19326367419204;75.5421138509171;77.1096560977123;75.46022711459413;89.11576049834093;89.164095236407;88.45282786339295;90.46970534962202;86.23541698653469;87.7808826443591;83.42180687468056;79.38259990568494;76.28608373085058;73.31605992577799;71.28170577041489;68.28722864941692;65.22631215795441;64.09549735990268;61.960161982790424;59.11650062428338;56.564583611837804;54.87779307524852;54.10071352316256;52.891965857735684;50.05314829163156;46.94138329474767;45.38454192964064;71.32816063668112
16;ref;648.4923816210907;894.404252358795;1236.7116406644775;1689.593006828732;1968.3091521989838;2055.3302849597058;2145.6802064096255;2237.269488626342;2346.5552179183032;2552.784417936563;2664.5616013116364;2706.928299632146;2892.995617244962;2990.224621475189;3229.3819128861924;3440.797328344093;3560.9598217808334;3704.7411639436777;3835.083569312277;3993.3043507323387;4202.641602183622;4328.303790901935;4460.369347368341;4611.835081745966;4729.804310328162;4858.893765010247;4967.3676383950005;5064.21285349882;5166.826954617611;5276.8213071110395;5351.716544567017;5387.407812896405;5420.418408621503;5451.092534941777;5476.726663595873;5509.740061470317;5548.780652349074;5571.073430998841;5592.850164882129;5610.132623902701
16;ref;163.18945260863563;247.30445473037713;121.60158135139363;72.2641767625152;65.70304908862036;65.92509429446035;66.48250627337029;67.34879906695902;68.00066777378609;68.89853198399533;71.33013400033991;73.75476785530014;75.09283813356716;75.4994843221415;76.84954520120242;75.49439447691552;89.1309849284279;89.12939807774497;88.69061813304874;90.19637799723019;86.35591806966494;87.34280214469392;83.35326994960269;79.32604644143474;76.29172055995609;73.55009370236331;71.23779408734816;68.0078614233476;65.2266708644905;64.13876764080979;62.53027857230727;60.55963361809694;57.9731185575877;55.51716834474776;54.37616369958567;53.026639313001944;50.23465243750537;47.15479779872511;47.090081532435626;69.1299253971746
17;ref;648.4923816210907;894.4042523562064;1236.7116406405296;1689.2923495785672;1967.9086996440435;2054.652325806114;2146.140420956681;2239.7487967819197;2347.962862196574;2552.94127213995;2664.5157375215413;2706.3370443114723;2904.461399355028;2997.5993942091413;3214.0769189940042;3434.514637252233;3552.689076371715;3698.918750775621;3827.956620721248;3990.736629767068;4212.661550284736;4334.150819163393;4460.115646745477;4615.128281549441;4748.731090649449;4891.500300181805;5002.501393041482;5094.993208247577;5190.574921962705;5300.638318012153;5396.584873771399;5427.747029300705;5456.966748721969;5490.113069357178;5502.560641555392;5533.526499325063;5573.99436212939;5599.7564100541895;5630.893305580413;5688.559846085256
17;ref;163.18237474454358;247.33617287749766;121.68825731722544;72.30064330919943;65.70119414344714;65.92845043114043;66.48369608555525;67.34834585923045;68.00286939698546;68.9048562797292;71.35040287884887;73.74881400987475;75.09601042421346;75.50507744951783;76.83689040037024;75.47793512610619;89.13444125136527;89.13513162170644;88.6817765332217;90.22253782401495;86.29750274255119;87.32836566480285;83.39899219022074;79.22801605283048;76.2743196444939;73.52609873958409;71.22656326662572;68.02590981408537;65.26136097586085;64.10509723257609;62.50255887063622;60.48442531234893;57.907329631572026;55.554848585506384;54.365944941014384;53.01041468982633;50.226635217819044;47.152165333343085;47.055950009988;69.33887599910175
18;ref;648.4923816210907;894.4042523585148;1236.7116338667563;1689.9513083567613;1969.116839745093;2056.8618280742003;2145.6340447171815;2237.5050628882814;2346.6804980414568;2560.4339699144043;2671.7964993190412;2713.478880480959;2897.286242664803;2998.8182842679776;3223.308194051636;3457.4095248542244;3573.35300793604;3732.217995066944;3862.7371988246787;4025.2015745092112;4237.0843369120985;4366.0756910193;4502.788926305296;4649.200201445569;4774.944339744735;4923.2989440344145;5031.644512166437;5129.449587402442;5220.678292788092;5329.026174670321;5436.828649690743;5470.554817741074;5504.221726004771;5526.9459650162935;5539.220352887958;5590.90106405236;5631.7048273184955;5658.429183821253;5690.789775723164;5734.513976498383
18;ref;163.2409040411799;247.58186438103957;121.68430660913636;72.30549016313032;65.6962776863216;65.92564681695904;66.48926987511972;67.35451524402632;68.00483619266376;68.92061343990109;71.48784780762344;73.74771502235487;75.12564061005823;75.52837891467898;76.92267416501116;75.50090038495799;89.1385070568945;89.17001425492539;88.65382999321032;90.3107862381296;86.16059041748898;87.43597815821613;83.42755595608575;79.22504119802167;76.27741702088204;73.53500644377849;71.23843688250791;68.0301614512755;65.2872905885876;64.214164588442;62.52463138159263;60.30373526063435;57.98493429295846;55.599837287559;54.42580549622631;53.02680454475921;50.23150961850112;47.150572691238075;46.97357530592659;69.54991552860045
19;ref;648.4923816210907;894.4042523592575;1236.7116284996312;1689.9104247024138;1968.1322000661823;2056.4485521181605;2144.6490838923996;2237.529768512966;2345.767251365211;2552.743952066417;2666.1800137321;2707.7988089042105;2897.727253422636;2993.9567600622436;3213.167406999674;3450.1579330647382;3563.285354687456;3721.929643731361;3853.0155499821176;4010.238947096015;4232.242469264699;4366.644193446204;4498.896440660173;4643.371687098034;4762.2229501037355;4908.807821966329;5014.776286098962;5111.236397636217;5212.100778173963;5300.489130689855;5400.169820498077;5435.122414675058;5472.7523910199125;5495.787917345597;5501.226486922931;5547.369544455552;5587.193754268699;5617.312979568319;5638.25958067266;5703.174275995577
19;ref;163.2147944100335;247.3679635165257;121.6434796828248;72.27507262277236;65.707866800149;65.93062816619738;66.48279512651418;67.34897990682467;67.9993942369917;68.8954852666949;71.33530902834843;73.75843176831961;75.09702955454866;75.50535435369424;76.84709348169702;75.48061244688473;89.1652440871517;89.13856302374137;88.6387439800048;90.20376557810151;86.28795732244159;87.29123334687891;83.42649527436059;79.27181612174834;76.31042857328285;73.52337647038944;71.22758475196844;67.99607906555198;65.23978278783348;64.1382311343655;62.539021040485046;60.48147134835078;57.91622238289149;55.639204618721294;54.404135490117284;53.03882842083352;50.215600611352535;47.163592788266016;47.20797477355981;68.96590335871636
20;ref;648.4923816210907;894.4042523590314;1236.7116406801683;1692.516884248717;1964.8544431887303;2054.5057439311086;2146.208318750926;2223.6933153766377;2315.516937092237;2579.0494157417334;2599.5876987437928;2652.4702368975304;2778.2786160510627;2904.47871770377;3008.572292887216;3037.8494687304515;3089.5860308390556;3166.739400483395;3325.588809917334;3502.103154466011;3677.141077627789;3821.942959805208;3916.6725690771627;4020.187790054103;4137.54331013288;4228.833408221599;4352.778409370838;4450.109205564528;4542.641958334084;4638.483169681654;4699.85501955388;4748.930067482576;4818.980562294163;4899.987105995128;4938.708583806447;5019.956343624266;5066.423674693898;5140.570122478047;5168.720457985501;5139.962070040984
